index,id,text,token_number, token,dup,dup_doc
17,531955944746659843,what is mesothelioma? #z   #kentucky #louisiana #maryland #massachusetts #michigan #minnesota #iowa #kansas,9,iowa:1/18|minnesota:1/89|massachusett:1/14|michigan:1/10257|maryland:1/45|kansa:1/24|louisiana:1/3|mesothelioma:1/1|kentucki:1/29,485,531955944746659843|531921940186140673|531918173424349185|531914427323670528|531910559625908225|531887953975738368|531884179307634688|531880437485146112|531876693175463937|531865301676085248|531857743276417024|531850202920288256|531846460120510464|531842655450578946|531838889649258496|531827522246553603|531819982334988288|531804950108831747|531797312264482816|531786051682304000|531782273860124672|531778488647548928|531774715606876160|531770934118465536|531752026607456256|531748248718159872|531744491737468928|531740707057573888|531736921459134464|531718081161469952|531714249144672256|531710475831361536|531706755798274049|531699204356603905|531691612930584576|531687906138927104|531684087376146433|531680328579284992|531676578556944384|531672822494789632|531653895987408897|531631270162608129|531623692569415680|531619942207332353|531612345869807617|531604857032294400|532318235455021056|532314481527750656|532310696747229184|532299475113742336|532295602156347394|532291873852104704|532273036670799872|532269192033370114|532265437321777153|532261713501253632|532257915634475008|532250355716071424|532239002016182273|532235258318819329|532231463652327424|532227721477509121|532223940375351296|532220158740537344|532212590823632897|532205084482863104|532201256857907200|532193763071115265|532189924184039424|532182379247710208|532174912711303168|532171110801219584|532167333117059073|532163539025551360|532159713967083520|532152218456432640|532144647075028992|532133292565594112|532125824124989440|532121997183303680|532118227229614080|532114420970057728|532099329495142400|532095569112866817|532091776849698816|532088036637818880|532084226892783616|532069107987148800|532065354542243840|532061588803837952|532057811707252737|532050366423367680|532038950811336704|532031369044844544|531963462399053824|532680651875840001|532676921222787072|532669324428058624|532657988528791552|532650495882842113|532646733218844672|532642937029795841|532639206448050177|532620265889738752|532616484200386560|532612772534947841|532608933782106112|532605148372414465|532601427353681920|532597620754370560|532593849605292033|532590050639622144|532586310440325121|532567424303136768|532559863885611010|532552289056477185|532548550551678977|532544721554776064|532540980453720064|532537163330904064|532514586852065280|532510798250508290|532507000991920128|532503211048194049|532499485256351744|532491868303785984|532488173327491072|532484305814323200|532480559713619968|532476775847448578|532473020905181184|532469246211940352|532465516460658689|532461694845747200|532458006068609025|532454114878582786|532450374436003840|532446560538615808|532442839461134336|532439026524246016|532435275566559233|532416402834350080|532412598449635328|532408841099825152|532397527014731776|532386234010959874|532348472650137600|532344666021437441|532340920776396800|532337215817650178|532333362439282688|532322037218295809|533043029301792768|533035485510533120|533031768405053440|533027931443200002|533024146926886913|533020400520024064|533020389476417536|533012843235639296|533009066311057409|533005325377744896|533001620951683072|532997765828452352|532994029676662784|532990217087909888|532986437701234690|532982641797382144|532978857046192128|532975085104410625|532971307739394048|532967589740564481|532963821686898688|532959975610806274|532952455353753600|532948659412172800|532944896077082625|532941186290696192|532937393318662144|532933558512648193|532903360694067200|532899600764764161|532895848209072128|532892056902172672|532869425578655744|532865655247474688|532861882227781632|532858084461674496|532842981728849920|532839168729427968|532835442899828736|532831651941085184|532827894687744000|532809005480312834|532805269219450880|532801419011969024|532797627520524288|532793940446289920|532790076456333312|532786288592953345|532767470718029825|532763689947254784|532756155903528960|532744912849362944|532688231918501888|533397888198795264|533375259240824832|533337466502410240|533333736533016576|533329912162451456|533326114723471360|533307253362028544|533299720303951873|533295981409075200|533292157470515200|533273341202030592|533269488092057600|533265798681624577|533261980862533632|533254436844761088|533246925605470208|533243084105334784|533239289531084800|533235572056551424|533231766958391297|533216686074499074|533205365673168896|533201594717073409|533197816441868288|533194000090812416|533163773813874691|533160026912096256|533156246359384064|533152496106344448|533141165374472192|533133592889942016|533129848022401024|533122269862981633|533118556624683008|533114764843835392|533110964653424640|533092124687073281|533088329206890496|533084559756505088|533080806148030464|533065680414052352|533061921743073280|533058115370221568|533054391839125504|533046895514755072|533760298176356352|533752681945661440|533748941129777152|533745184065216513|533741360273448961|533730092787445760|533722538757873665|533718793902886912|533714975848947712|533711231035924480|533692329857912832|533688538442006528|533684789531136000|533681044088975360|533677188659548160|533669710660132865|533665921194528768|533662141644300288|533658366565163008|533654537631174656|533650797696131073|533647010134761472|533628134491697152|533624396939001856|533620562858631168|533616800802824192|533609270911442944|533597976820977666|533594159450689536|533590441103740929|533586587423375360|533579097503703040|533571533646888960|533567745863192576|533560258938290176|533556385586225152|533548868248805376|533541309408358400|533537543233757184|533533763066953728|533503529760329729|533499838378541057|533496034111279104|533492208285261825|534130186066092032|534126416540205056|534107563928092673|534103808524447744|534100030077272065|534096228917968897|534077323503763456|534073586441814017|534069802810494977|534066101660160000|534062241507966978|534058456119246850|534054697561505793|534050928169861121|534047191791583232|534039626819072000|534035792189194240|534032052258344960|534028282933833728|534024536472420352|534020731693445120|534017012553760768|534013214305288192|533979178488827904|533975388784168960|533971708391456768|533967917042663424|533956567633506304|533948993668386818|533945226810126337|533937725452582913|533926333349629952|533918817924427777|533915012797300736|533911294722994176|533907508176621568|533903692358230016|533888581412999169|533881023269175296|533877345497907200|533873450008707072|533869774410104832|533865918238318592|533858390595092480|533854643240333312|533847099138670593|533843346478071808|533835802212843520|533824435699326977|533820666546782208|533813093575716864|533805593803620353|533801838869770240|533798031469346816|533794264447451136|533782903936012288|533775354088148992|533771584771985409|534341572444176384|534334109037105152|534330315641475072|534326497939836928|534322751600066560|534318933856497664|534315209994010624|534311406515290112|534303846542376962|534296279799840769|534292483497537536|534288705776025600|534284995926720512|534266090285969408|534262345506512897|534258571719229440|534254736787382272|534235849463173120|534232172623056897|534228292698906624|534224551669157888|534220762241331200|534213205745082368|534205687652691968|534198199742128129|534194365821120512|534190597272502272|534186825360089088|534167989864914944|534164183362052096|534160398329843713|534156626262228992|534137738338263041|534133958150467585|530857444680138752|530853570904870912|530846084462280704|530808331301318656|530804552820613120|530800768648232960|530796991958515712|530785677039136768|530781889062526976|530778133566595074|530774335016144896|530763009921400833|530751670784102401|530744119652802560|530740351590739968|530732836199100416|530710153856028672|530706419864326146|530702620403703808|530698859656519680|530679978250477568|530672399663239168|530642247763914752|530608182612488193|530604406769999872|530600658723172353|530596909812293632|530581807268253697|530566694566363137|530559185583603713|530547841790255105|531227340312174594|531216020821012481|531208428388360192|531185834046025728|531178250366885890|531174536088412161|531170778797342720|531166960198119425|531163196812722176|531159412191543296|531148066712461315|531140506588577794|531136759665803265|531129205652987905|531125392426672128|531117847356116994|531102798075932672|531091389988487168|531087666935500800|531083938241212416|531080158904852480|531061223430029313|531057505280221184|531053686928457728|531049913493508096|531019708322299904|530997113786994688|530989468929769472|530985722648743936|530981967630970880|530978152227815424|530974404009005056|530914053649354752|530906486600638464|531593524287139841|531585947096580097|531563311423565824|531559606783586306|531555772342472705|531551989839462400|531521793232994304|531518019940675585|531514269146566656|531510495246057473|531506664525275136|531502925353611265|531499137955811328|531491611877068800|531476495860899840|531472779238199296|531468951327633408|531465176349163521|531450065190404097|531446287682785281|531442497479004161|531438719824580610|531419868286181377|531412325065322497|531385905396084736|531378329098940417|531374569865895936|531367060828606464|531344333858164736|531340572016254976|531336740913836032|531333018586472448|531314125222473728|531306590943854592|531250029072498688
18,531955831177498624,#michigan starters for exhibition vs. @waynestwarriors: walton  levert  irvin  chatman  donnal  as expected.,10,expect:1/29|donnal:1/13|starter:1/7|michigan:1/10257|waynestwarrior:1/4|walton:1/15|levert:1/20|exhibit:1/28|chatman:1/7|irvin:1/14,0,531955831177498624
19,531955784058675200,#heads #michigan #wolverines #goblue yes i still have my shirt   years later,6,head:1/72|shirt:1/19|michigan:1/10257|year:1/196|goblu:1/319|wolverin:1/157,0,531955784058675200
20,531955720371974144,come #follow our #new #official #twitter account @webdesignredef  #webdevelopment #michigan,7,webdesignredef:1/3|twitter:1/25|webdevelop:1/10|michigan:1/10257|offici:1/46|follow:1/48|account:1/24,0,531955720371974144
21,531955377068580864,?  ? us house election results #michigan election results   ?   live election results: fi? ...,10,result:3/41|fi:1/4|hous:1/91|michigan:1/10257|elect:3/74|live:1/123,7,531955377068580864|531796245761630209|531729355870044160|530849983860596736|530642138187714560|531025581484568576|531552122966638592|531366957208322048
22,531954728989503489,detroit free press snyder appoints review commission for detroit detroit free press gov. rick? #detroit #michigan,15,snyder:1/35|michigan:1/10257|review:1/58|appoint:1/5|commiss:1/6|rick:1/15|detroit:4/1366|free:2/204|press:2/116|gov:1/28,0,531954728989503489
23,531954471388340224,another from tonight s #sunset #flinttownship #michigan,4,tonight:1/126|flinttownship:1/2|michigan:1/10257|sunset:1/66,0,531954471388340224
24,531954459619106816,too much halloween candy in the house? dentists in #michigan buy candy back via @michiganradio,9,halloween:1/6|michiganradio:1/5|candi:2/7|hous:1/91|michigan:1/10257|bui:1/39|back:1/141|dentist:1/3,0,531954459619106816
25,531954159420198912,#michigan tips off in about   minutes in an exhibition against @waynestwarriors from crisler center.,7,minut:1/23|michigan:1/10257|center:1/41|tip:1/25|waynestwarrior:1/4|exhibit:1/28|crisler:1/6,0,531954159420198912
26,531953639704002560,@bringlever @nlintheusa discussing west #michigan global initiative + #dutch heritage/economic ties w the nl/,12,dutch:1/1|initi:1/5|nlintheusa:1/1|michigan:1/10257|ti:1/10|west:1/69|global:1/4|econom:1/19|nl:1/1|bringlev:1/1|discuss:1/24|heritag:1/5,0,531953639704002560
27,531953443582521344,tonight s #sunset was gorgeous #flinttownship #michigan,5,tonight:1/126|flinttownship:1/2|michigan:1/10257|sunset:1/66|gorgeou:1/18,0,531953443582521344
28,531953240863424512,my photo from the #upprorodeo for @tastethewildair we cover all kinds of fun live events! #michigan #puremichigan,10,upprorodeo:1/2|cover:1/15|michigan:1/10257|kind:1/14|photo:1/157|event:1/37|fun:1/74|live:1/123|tastethewildair:1/2|puremichigan:1/240,0,531953240863424512
29,531952971421327361,#goblue #wewill what is #michtape #michigan ????,4,wewil:1/5|michigan:1/10257|michtap:1/2|goblu:1/319,0,531952971421327361
30,531952883353149441,three issues to #know earlier than #visiting #michigan #automotive #dealerships -,6,earlier:1/13|michigan:1/10257|automot:1/14|visit:1/118|issu:1/15|dealership:1/5,0,531952883353149441
31,531952743108591616,november      at  : pm and here is the latest weather for birch run michigan. #birchrun #michigan,9,michigan:2/10257|birchrun:1/4|birch:1/3|weather:1/198|run:1/64|novemb:1/97|pm:1/68|latest:1/30,247,531952743108591616|531952342015688704|531937497916641280|531937325404913664|531922542676938752|531922206629318656|531892214356783104|531892104541511682|531877056145928192|531876956598697984|531861991447875584|531861882228207616|531665676717793280|531665510132645888|531650677626634242|531650402740346880|531635483944951808|531635327807811584|531620425885708288|531620213553631232|531605395874537472|531605128936427520|532314975638130688|532314764223868928|532299968972062720|532299633264177152|532284747939319809|532284551813664768|532269677154959361|532269459042738176|532254532865376256|532254372613595137|532239465931358209|532239258363633665|532224446950813696|532224169350799360|532028128844345345|532027895192256513|532013052645081088|532012829524914176|531997983655854081|531997664238661632|531982902167617537|531982633774088192|531967778102972416|531967519436054529|532677270637654018|532677147358670848|532662237232914433|532662113123463168|532647198757249024|532646964085923840|532632092514209792|532631837756362752|532616848689594369|532616798110511105|532601858402299905|532601619956109312|532586741690281984|532586547481436160|532390281237512192|532390226657034240|532375350886821888|532375163258810368|532360273714487296|532360068516564992|532345141789749248|532344974906765315|532330109835808768|532329897213964290|533039622914596866|533039539569582080|533024559814168576|533024423251824641|533009423372124160|533009263187464192|532994344488546304|532994229661077505|532979293677453316|532979109694287872|532964224226852865|532964042961600515|532949094504071170|532948933107257344|532752714229612544|532752682407432192|532737887625027585|532737600935972864|532722671654801408|532722382365265920|532707523393245184|532707480238034944|532692456031408128|532692267023474688|533402104317353985|533401874607898624|533386961835548672|533386750585241600|533371869576323072|533371772046172160|533356691904274432|533356581900275712|533341586202296320|533341472482140160|533326449097588738|533326311327297537|533311410085036032|533311310218682369|533115099717050368|533114960310968322|533100164677111808|533099941619855362|533084991211974656|533084799628763136|533069887678447616|533069677166338049|533054809419808769|533054560403996672|533764535220711424|533764311903395842|533749410132664320|533749188690186242|533734322323607552|533734074310197249|533719184493264896|533719011943788544|533704111838203904|533703910608105472|533688930135461888|533688786795122688|533673918222331904|533673750567612417|533477519639711744|533477330048802816|533462477506633728|533462240318717952|533447389609484288|533447207534751744|533432256418033664|533432161303789568|533417185780445184|533417027290296320|534126869529255936|534126753158266880|534111890520416257|534111607664939008|534096707240620032|534096543125884928|534081568034537472|534081428523593731|534066408880357376|534066343067521024|534051427128471552|534051209821573120|534036296067719168|534036096104275968|533840060429643776|533839802849058816|533824947979046912|533824779384782848|533809832160419840|533809593227694080|533794677510909952|533794424149790721|533779663987150849|533779417127211008|534202315390324736|534202178819596288|534187326130622465|534187169225912323|534172181241266176|534172046587363328|534157066949361665|534156911693012992|534141972521701376|534141834684297216|530865395386056704|530865205845430272|530850213775544320|530850070141612032|530835217880473600|530834992373694465|530820099733991424|530819943013818368|530805016161165313|530804859571027968|530789959939420160|530789655579721728|530774841063141379|530774608962916353|530578452915957760|530578298041270272|530563364288995328|530563288552472578|530548295785906177|530548147450179585|530533155133198336|530532987231014913|530518070218207235|530517896188162048|531227802788720640|531227549284990976|531212693479620610|531212475040276480|531197585454026753|531197417086287873|531182449104289792|531182351116935168|531167482032435201|531167241824649216|531152253093445632|531152154216919040|531137210117279744|531137151262793729|530940884209377280|530940776277364736|530925888553373696|530925631329288192|530910655050952704|530910451677560832|530895641648852992|530895398035288064|530880527109476352|530880303586623488|531590234535100417|531589967324381185|531575042157867008|531574990588887042|531560044639563776|531559850770452481|531544872919265284|531544742761598976|531529787400282112|531529612166447106|531514696604872705|531514516224618496|531499561182040065|531499364490153984|531303226373840896|531303062389153793|531288309797253121|531288065177038849|531273122696396800|531272852822323200|531258020056285185|531257795468099584|531242902559936513|531242752940711937
32,531952449540882432,november      at  : pm and here is the latest weather for burt michigan. #burt #michigan #taymouthtownship,9,taymouthtownship:1/2|michigan:2/10257|weather:1/198|burt:2/4|novemb:1/97|pm:1/68|latest:1/30,123,531952449540882432|531937395961507841|531922328771657728|531892042516168704|531876965742288896|531861890868453376|531665615824904193|531650463993974784|531635446657593348|531620202497441792|531605202009600000|532314779050733569|532299690419949568|532284613746769920|532269556300251136|532254382868684800|532239300239589376|532224250284085249|532027980777021440|532012886500319232|531997790071963648|531982689289928706|531967630257979392|532677239100678145|532662147546107905|532646951683358720|532631880630566912|532616756045815809|532601702785245184|532586546978111488|532390190758002688|532375145613389824|532360066952077313|532344941146804224|532329956408188928|533039490835943424|533024400116039681|533009318099304448|532994200913346562|532979145790480384|532963996971065344|532948968402321408|532752617202810880|532737509563060224|532722441710485504|532707370561175553|532692287219068928|533401900155424770|533386809796227073|533371708213059585|533356625890148353|533341440202801152|533326397885153281|533311282838261760|533114923296251904|533099859193380864|533084830356217856|533069705305915393|533054567563677696|533764402814943233|533749255790665728|533734107608793089|533718993061044224|533703942296043520|533688816029417472|533673696238768128|533477339523727360|533462333205782528|533447195241226240|533432101434302465|533416937112760320|534126656362135552|534111652367855618|534096554060046337|534081464535896064|534066242177757185|534051247029256192|534036125980303360|533839791453138944|533824673000484865|533809624261353472|533794550834536448|533779345815650304|534202168430313473|534187061075804161|534172129252868097|534156891317100544|534141795064905729|530865259142475779|530850210541756416|530835058371072000|530819989197320192|530804868639105024|530789683635421184|530774725631680512|530578320975749120|530563292201496577|530548122393378816|530533023155253248|530517919286198275|531227640158773248|531212627067015169|531197457242550272|531182288479195137|531167194160570368|531152127943782400|531137080681066498|530940817897447424|530925586232135681|530910608288645121|530895444210364416|530880363678404608|531590069560545280|531574918832738305|531559778846515200|531544692807467009|531529608995549184|531514536638300161|531499411801923585|531303129258942464|531288037985366016|531272889811869697|531257860353957889|531242749757227008
33,531952195517042689,check out the weather for #posen  #michigan here!,4,posen:1/1|michigan:1/10257|weather:1/198|check:1/296,0,531952195517042689
34,531952109441536000,better think twice before driving without insurance in #michigan. check out the penalties. #insurance #themitten,7,insur:2/21|michigan:1/10257|penalti:1/6|themitten:1/5|check:1/296|drive:1/53,0,531952109441536000
35,531951944013582336,#michigan #democrats won more votes in some cases  just not the elections via @michiganradio,7,michiganradio:1/5|democrat:1/18|michigan:1/10257|won:1/49|vote:1/119|case:1/35|elect:1/74,0,531951944013582336
36,531951716220928000,? ? us house election results #michigan election results   ?   live election results: fi?? via @heyyouapp,11,result:3/41|fi:1/4|hous:1/91|michigan:1/10257|heyyouapp:1/7|elect:3/74|live:1/123,7,531951716220928000|531790433970450432|531727154036224000|530848259208527872|530641629653106688|531022930914717697|531549625312743425|531360452505133056
37,531951468241502208,yooo bang   time w / @tyeleez #indie #female #mc #michigan #work #nohandoutz,10,tyeleez:1/2|femal:1/15|michigan:1/10257|bang:1/6|mc:1/2|work:1/94|nohandoutz:1/1|time:1/240|indi:1/5|yooo:1/1,0,531951468241502208
38,531951238766952448,i m calling it right now. bell s two hearted ale is the best beer made in michigan. #beer #michigan #fuckthatsgood,10,call:1/103|michigan:2/10257|made:1/56|fuckthatsgood:1/1|al:1/17|bell:1/10|heart:1/21|beer:2/46,0,531951238766952448
39,531950995035934721,tonight s sunset in #muskegonco #muskegon #michigan #puremichigan,6,tonight:1/126|michigan:1/10257|sunset:1/66|muskegon:1/18|muskegonco:1/1|puremichigan:1/240,0,531950995035934721
40,531950742094237696,job: typist clerk i/ii full time #hiring #nursing #healthcare #resume #employment #michigan #tweetmyjobs #hr,14,ii:1/12|employ:1/27|hire:1/72|michigan:1/10257|healthcar:1/21|hr:1/27|tweetmyjob:1/17|resum:1/18|typist:1/1|clerk:1/4|time:1/240|nurs:1/43|job:1/265|full:1/35,5,531950742094237696|532675525282910208|533037908329238528|533400309272678400|533113386738155520|530863558910029824
41,531950509356503041,diver films discovery of possible ship wrecks in lake #michigan  fox,8,wreck:1/6|michigan:1/10257|discoveri:1/1|ship:1/11|film:1/38|diver:1/9|lake:1/137|fox:1/16,0,531950509356503041
42,531950488246177792,.  the tickettoday s detroit sports news | today s weather forecast | contests | promotions? #detroit #michigan,11,new:1/271|contest:1/13|michigan:1/10257|tickettodai:1/1|todai:1/321|weather:1/198|forecast:1/28|detroit:2/1366|promot:1/10|sport:1/42,4,531950488246177792|531895956912893952|532536055233134592|530522156439175169|530935254643507200
43,531949769648656384,lansing sunset. #lansing #michigan #sunset #tree #autumn #fall #fiery,9,fall:1/150|michigan:1/10257|sunset:2/66|fieri:1/1|lans:2/77|tree:1/38|autumn:1/42,0,531949769648656384
44,531949601234776064,ways to avoid gobbling up energy on thanksgiving #findmeahouse #realtor #michigan,8,realtor:1/3|findmeahous:1/1|michigan:1/10257|avoid:1/2|gobbl:1/1|thanksgiv:1/15|wai:1/9|energi:1/28,0,531949601234776064
45,531949182714920961,check out the weather for #cementcity  #michigan here!,4,cementc:1/1|michigan:1/10257|weather:1/198|check:1/296,0,531949182714920961
46,531948772902055937,big congratulations to @julieltimmer - her novel  five days left  is #  on the #michigan bestsellers list! t.c,9,big:1/156|bestsel:1/4|left:1/45|michigan:1/10257|t.c:1/1|congratul:1/9|julieltimm:1/1|list:1/54|dai:1/300,0,531948772902055937
47,531948591548731392,on remote lake #michigan shoal  diver finds undiscovered #shipwreck cluster via @mlive #history #scuba,12,shoal:1/1|shipwreck:1/12|cluster:1/6|michigan:1/10257|find:1/107|scuba:1/1|remot:1/3|mlive:1/70|histori:1/37|diver:1/9|undiscov:1/2|lake:1/137,0,531948591548731392
48,531948458568318976,#flint #michigan nov    :  temperature  ¡ãf cloudless wind se   km/h  humidity  % ..,9,se:1/20|km:1/64|nov:1/153|michigan:1/10257|flint:1/263|cloudless:1/4|humid:1/69|temperatur:1/81|wind:1/92,6,531948458568318976|531916770681315329|531888070594142208|531826168694317056|530859741153873921|530883904165928960|530879304994136064
49,531948213507739649,thinking back to summer time on this cold and snowy day. #michigan #lakesuperior #family,10,think:1/12|michigan:1/10257|back:1/141|cold:1/147|time:1/240|famili:1/96|dai:1/300|summer:1/39|snowi:1/23|lakesuperior:1/7,0,531948213507739649
50,531948174143787008,#truth be told   #smallbusiness #michigan,4,truth:1/18|told:1/16|michigan:1/10257|smallbusi:1/22,0,531948174143787008
51,531947866202198016,.@tbeindit with what to look for tonight in #michigan s exhibition opener against wayne state (free):,8,tonight:1/126|michigan:1/10257|wayn:1/14|state:1/378|tbeindit:1/3|exhibit:1/28|free:1/204|open:1/134,0,531947866202198016
52,531947746803347456,beautiful #michigan sky! #puremichigan #michiganders,5,sky:1/32|beauti:1/83|michigan:1/10257|puremichigan:1/240|michigand:1/44,0,531947746803347456
53,531947413058375680,it s back! #snow #winter #michigan #midwestern #mittenlove #michiganders #michigrammers?,8,michigan:1/10257|snow:1/653|mittenlov:1/5|back:1/141|winter:1/298|midwestern:1/1|michigramm:1/2|michigand:1/44,0,531947413058375680
54,531947362294697984,day week #michigan,3,week:1/143|michigan:1/10257|dai:1/300,0,531947362294697984
55,531946554085482496,folded-book-art-paw-print-pattern-and-instructions by thebarkercompany via @etsy #clemson tigers #michigan tigers,13,fold:1/1|art:1/56|print:1/12|instruct:1/2|michigan:1/10257|book:1/33|paw:1/1|clemson:1/2|pattern:1/2|etsi:1/28|thebarkercompani:1/1|tiger:2/8,0,531946554085482496
56,531946335675899904,grand traverse academy in #michigan closed for the week:   confirmed      probable  cases of whooping cough. more:,11,confirm:1/13|whoop:1/7|week:1/143|michigan:1/10257|travers:1/14|probabl:1/2|grand:1/82|close:1/24|cough:1/4|academi:1/3|case:1/35,0,531946335675899904
57,531945574401331200,this is what happens when your state has some of the worst #sols in the country @solreform @woodtv #michigan #csa,8,csa:1/1|sol:1/2|countri:1/29|michigan:1/10257|worst:1/44|state:1/378|solreform:1/1|woodtv:1/4,0,531945574401331200
58,531945522664591360,#detroit #michigan - new patented bone china plates keep #food hot,8,patent:1/1|china:1/15|michigan:1/10257|bone:1/2|plate:1/2|detroit:1/1366|hot:1/22|food:1/77,9,531945522664591360|532307991438319617|532670206993522688|533032678095085569|533395144629059584|533757361702596608|534119829830373376|530858370530836480|531220837786202112|531583054406750208
59,531945210524082177,trin ta catch dat purple hue on tha clouds #clouds #michigan,10,cloud:2/44|trin:1/1|michigan:1/10257|dat:1/2|purpl:1/4|hue:1/1|catch:1/32|tha:1/2|ta:1/4,0,531945210524082177
60,531945074360590336,everything you want to know about #milford  #michigan here!,2,michigan:1/10257|milford:1/2,1,531945074360590336|531355905796108288
61,531944951043461121,thanks again to @blaze #gymnastics #northsyracuse #ny & @hartland #howell #michigan!,7,gymnast:1/2|hartland:1/1|blaze:1/2|michigan:1/10257|howel:1/9|ny:1/10|northsyracus:1/1,0,531944951043461121
62,531944488928022529,looking for something to do in #baldwin  #michigan? check out this great new mobile app!,6,mobil:1/66|app:1/90|michigan:1/10257|check:1/296|baldwin:1/2|great:1/268,0,531944488928022529
63,531944409387245568,#michigan players sporting #wewill t-shirts for warm-ups. #weon seems like so long ago.,10,wewil:1/5|warm:1/48|shirt:1/19|michigan:1/10257|ago:1/23|weon:1/1|up:1/5|sport:1/42|long:1/41|player:1/41,0,531944409387245568
64,531944000224501760,such a gorgeous #puremi sunset tonight.  #sunset #michigan #winteriscoming #trees @puremichigan?,9,puremi:1/1|tonight:1/126|michigan:1/10257|sunset:2/66|tree:1/38|winteriscom:1/27|gorgeou:1/18|puremichigan:1/240,0,531944000224501760
65,531943647554461696,last days of summer in black and white  #photography #photo #puremichigan #michigan,8,white:1/41|michigan:1/10257|black:1/37|photo:1/157|dai:1/300|summer:1/39|photographi:1/89|puremichigan:1/240,2,531943647554461696|534393034738114560|530798601660686337
